name,categories,city,province,country,latitude,longitude,postalCode,address
Great Wraps,Fast Food Restaurants,Atlanta,GA,US,33.818782,-84.388549,30305,2341 Peachtree Rd NE
Burger King,Fast Food Restaurant,O Fallon,MO,US,38.761729,-90.700016,63368,2882 Highway K
Burger King,Fast food restaurants,Minneapolis,MN,US,44.840411,-93.308997,55431,9008 Penn Ave S
Burger King,Fast food restaurants,Eden Prairie,MN,US,44.853033,-93.431919,55344,8340 Crystal View Rd
Burger King,Fast Food Restaurants,Minneapolis,MN,US,44.99953,-93.2906,55411,818 W Broadway Ave
Wendy's,Fast Food Restaurant and Burger Joint,Chattanooga,TN,US,35.085457,-85.31638,37405,1868 Dayton Blvd
Wendy's,"Fast Food Restaurant, American Restaurant, and Burger Joint",Bristol,TN,US,36.557175,-82.213986,37620,1505 Volunteer Pkwy
Wendy's,Fast Food Restaurant,Sioux Falls,SD,US,43.539712,-96.731302,57104,708 S Minnesota Ave
Wendy's,Fast Food Restaurant,Rapid City,SD,US,44.099255,-103.221751,57701,1911 Haines Ave
Wendy's,Fast Food Restaurant and Burger Joint,Orangeburg,SC,US,33.552926,-80.825271,29118,751 Citadel Rd
Wendy's,Fast Food Restaurant,Mauldin,SC,US,34.778702,-82.309939,29662,107 N Main St
Wendy's,Fast Food Restaurant,North Charleston,SC,US,32.867673,-79.99095,29405,4113 Rivers Ave
Wendy's,Fast Food Restaurants,North Charleston,SC,US,32.86821,-80.024976,29418,5275 International Blvd
Wendy's,Fast Food Restaurant and Burger Joint,North Charleston,SC,US,32.855356,-80.03709,29418,5115 Dorchester Rd
Wendy's,Fast Food Restaurant and Burger Joint,Moncks Corner,SC,US,33.208398,-79.982891,29461,515 N Highway 52
Wendy's,Fast Food Restaurant,Murrells Inlet,SC,US,33.576373,-79.025986,29576,1305 Tadlock Dr
Wendy's,Fast Food Restaurant,Gaston,SC,US,33.835991,-81.091565,29053,5228 Highway 321
Wendy's,Fast Food Restaurant and Burger Joint,Columbia,SC,US,34.053093,-81.159738,29212,6019 Saint Andrews Rd
Wendy's,Fast Food Restaurant and Burger Joint,Duncan,SC,US,34.915537,-82.107782,29334,1405 E Main St
Wendy's,Fast Food Restaurant and Burger Joint,Florence,SC,US,34.186117,-79.767365,29501,624 S Irby St
Wendy's,Fast Food Restaurant and Burger Joint,Darlington,SC,US,34.283203,-79.860652,29532,989 S Governor Williams Hwy
Wendy's,Fast Food Restaurant,Providence,RI,US,41.80778,-71.407649,2903,731 Eddy St
Wendy's,Fast Food Restaurant,Bishopville,SC,US,34.088421,-80.315952,29010,1340 Sumter Hwy
Wendy's,Fast Food Restaurant,Spartanburg,SC,US,35.021255,-81.894329,29303,2212 Chesnee Hwy
Wendy's,Fast Food Restaurant and Burger Joint,Aynor,SC,US,33.991029,-79.200414,29511,2949 Highway 501 E
Wendy's,Fast Food Restaurant,Aiken,SC,US,33.523625,-81.719725,29803,1901 Whiskey Rd
Wendy's,Fast Food Restaurant,Indianapolis,IN,US,39.904789,-86.058337,46250,6351 E 82nd St
Wendy's,Fast Food Restaurant,Indianapolis,IN,US,39.728193,-86.153649,46225,2640 Madison Ave
Wendy's,Fast Food Restaurant and Burger Joint,Indianapolis,IN,US,39.853082,-86.121631,46220,5509 N Keystone Ave
Wendy's,Fast Food Restaurant,Brownsburg,IN,US,39.849635,-86.39575,46112,875 N Green St
Wendy's,Fast Food Restaurants,Avon,IN,US,39.758208,-86.434633,46123,5201 E Us Highway 36
Wendy's,Fast Food Restaurant,Carmel,IN,US,39.956695,-86.11593,46032,2370 E 116th St
Wendy's,Fast Food Restaurant,Fishers,IN,US,39.927228,-86.02656,46037,8000 E 96th St
Wendy's,"Fast Food Restaurant, Burger Joint, and American Restaurant",Anderson,IN,US,40.146814,-85.676095,46012,2817 Broadway St
Wendy's,Fast Food Restaurant and Burger Joint,Scottsdale,AZ,US,33.482318,-111.9268,85251,3014 N Scottsdale Rd
Wendy's,Fast Food,Tempe,AZ,US,33.334606,-111.945913,85284,515 W Warner Rd
Wendy's,Fast Food Restaurant,Phoenix,AZ,US,33.49455,-112.068982,85012,301 E Indian School Rd
Wendy's,Fast Food Restaurant and Burger Joint,Phoenix,AZ,US,33.494908,-112.118359,85017,2737 W Indian School Rd
Wendy's,Fast Food Restaurant,Phoenix,AZ,US,33.637664,-112.066564,85022,602 E Greenway Pkwy
Wendy's,Fast Food Restaurant,Prescott Valley,AZ,US,34.597587,-112.341509,86314,3020 N Glassford Hill Rd
Carl's Jr.,Fast Food Restaurant,Sacramento,CA,US,38.595821,-121.41111,95825,2280 Arden Way
McDonald's,Fast Food,Destrehan,LA,US,29.986065,-90.363805,70047,3009 Ormond Blvd
McDonald's,Fast Food Restaurants,Covington,LA,US,30.499491,-90.109188,70433,1007 Ronald Reagan Hwy
McDonald's,Fast Food Restaurants,Bossier City,LA,US,32.477179,-93.675378,71112,4010 Barksdale Blvd
McDonald's,Fast Food,Olive Hill,KY,US,38.305218,-83.156696,41164,720 E Tom T Hall Blvd
McDonald's,Fast Food Restaurants,Munfordville,KY,US,37.273757,-85.903189,42765,100 Old Main St
McDonald's,Fast Food,Morganfield,KY,US,37.686717,-87.9139,42437,322 N Morgan St
McDonald's,Fast Food,Louisville,KY,US,38.185972,-85.635717,40218,4306 Bardstown Rd
McDonald's,Fast Food Restaurant,Louisville,KY,US,38.263957,-85.575526,40223,9901 Ormsby Station Rd
McDonald's,Fast Food Restaurants,Louisville,KY,US,38.164289,-85.598125,40291,5630 Bardstown Rd
McDonald's,Fast Food Restaurant,Madisonville,KY,US,37.326721,-87.479226,42431,1756 E Center St
McDonald's,Fast Food Restaurants,Louisville,KY,US,38.135996,-85.715098,40219,2800 Outer Loop
McDonald's,Fast Food,Louisville,KY,US,38.282354,-85.630831,40222,4940 Brownsboro Rd
McDonald's,Fast Food Restaurants,Louisville,KY,US,38.158894,-85.659969,40228,6214 Shepherdsville Rd
McDonald's,Fast Food Restaurants,Louisville,KY,US,38.145181,-85.776078,40214,7426 3rd Street Rd
McDonald's,Fast Food,Louisville,KY,US,38.168,-85.705726,40219,5600 Preston Hwy
McDonald's,Fast Food Restaurant,Louisville,KY,US,38.199235,-85.732586,40213,3350 Preston Hwy
McDonald's,Fast Food,Louisville,KY,US,38.208502,-85.669157,40218,3340 Bardstown Rd
McDonald's,Fast Food Restaurant,Lexington,KY,US,38.102275,-84.483579,40511,1946 Stanton Way
McDonald's,Fast Food Restaurants,Liberty,KY,US,37.319071,-84.928458,42539,735 N Wallace Wilkinson Blvd
McDonald's,Fast Food Restaurant,Lexington,KY,US,38.042584,-84.424162,40505,2271 Elkhorn Rd
McDonald's,Fast Food,Lexington,KY,US,38.019383,-84.415518,40509,1921 Plaudit Pl
McDonald's,Fast Food Restaurant,Louisville,KY,US,38.082472,-85.667665,40229,1911 Old Preston Hwy N
McDonald's,Fast Food Restaurants,Hopkinsville,KY,US,36.871276,-87.499526,42240,502 North Dr
McDonald's,Fast Food,Hopkinsville,KY,US,36.844497,-87.484823,42240,2604 Fort Campbell Blvd
McDonald's,Fast Food,Henderson,KY,US,37.834998,-87.592098,42420,122 S Green St
McDonald's,Fast Food Restaurants,Hodgenville,KY,US,37.552836,-85.734323,42748,932 S Lincoln Blvd
Carl's Jr.,Fast Food,Poway,CA,US,32.93853,-117.030229,92064,14097 Stowe Dr
Carl's Jr.,Fast Food Restaurant,Alpine,CA,US,32.838696,-116.777964,91901,1263 Tavern Rd
Carl's Jr.,Fast food restaurants,Monterey Park,CA,US,34.038329,-118.146547,91754,1231 Avenida Cesar Chavez
Carl's Jr.,Fast Food Restaurant and American Restaurant,Redlands,CA,US,34.062352,-117.200751,92374,1205 W Colton Ave
Dairy Queen,Fast Food Restaurants,Birch Run,MI,US,43.247328,-83.781971,48415,12101 Market Place Dr
Dairy Queen,Fast Food Restaurants,Waterville,ME,US,44.569409,-69.620925,4901,161 College Ave
Burger King,Fast Food Restaurants,Morgantown,WV,US,39.649872,-79.97379,26505,340 Patteson Dr
Taco Time,Fast Food Restaurants,La Grande,OR,US,45.327245,-118.078463,97850,1612 N Portland St
Taco Time,Fast Food Restaurant,Eugene,OR,US,44.048007,-123.153908,97402,3855 W 11th Ave
Taco Time,Fast Food Restaurants,Rexburg,ID,US,43.820337,-111.789549,83440,274 S 2nd W
Taco Time,Fast Food Restaurants,Moscow,ID,US,46.729942,-117.00541,83843,401 W 6th St
Taco Time,Fast Food Restaurants,Blackfoot,ID,US,43.192762,-112.355272,83221,895 W Sexton St
Subway,Fast Food Restaurants,Garland,TX,US,32.931335,-96.649148,75042,1449 W Buckingham Rd
Subway,Fast Food Restaurants,Fredericksburg,TX,US,30.257639,-98.852392,78624,1435 E Main St
Wendy's,Fast Food Restaurant and Burger Joint,Olathe,KS,US,38.911039,-94.767768,66062,11970 S Strang Line Rd
Wendy's,Fast Food Restaurant,Kansas City,KS,US,39.116678,-94.670561,66102,3647 State Ave
Wendy's,Fast Food Restaurant,Kansas City,KS,US,39.051753,-94.611839,66103,4140 Rainbow Blvd
Wendy's,Fast Food Restaurant and Burger Joint,Kansas City,KS,US,39.128502,-94.759536,66112,7807 Parallel Pkwy
Wendy's,Fast Food Restaurant,Kansas City,MO,US,39.099914,-94.603847,64101,1601 W 12th St
Wendy's,Fast Food Restaurant,Bonner Springs,KS,US,39.09838,-94.882215,66012,24 N 130th St
Wendy's,Fast Food Restaurant,Terre Haute,IN,US,39.464065,-87.414154,47807,229 S 3rd St
Wendy's,Fast Food Restaurant and Burger Joint,Lafayette,IN,US,40.393575,-86.847807,47905,3621 State Road 38 E
Wendy's,Fast Food Restaurant,West Lafayette,IN,US,40.453125,-86.917037,47906,701 Sagamore Pkwy W
Wendy's,Fast Food Restaurant,Jasper,IN,US,38.421469,-86.937959,47546,3565 Newton St
Wendy's,Fast Food Restaurant,Bloomington,IN,US,39.165631,-86.575749,47404,3285 W Jacob Dr
Wendy's,Fast Food Restaurant,Clarksville,IN,US,38.314292,-85.761381,47129,830 E Lewis and Clark Pkwy
Wendy's,Fast Food,Fort Wayne,IN,US,41.105777,-85.115845,46805,3220 N Anthony Blvd
Wendy's,Fast Food Restaurant,South Bend,IN,US,41.71912,-86.250449,46637,320 N Dixie Way
Wendy's,Fast Food Restaurant,Fort Wayne,IN,US,41.077253,-85.137446,46802,1021 S Clinton St
Wendy's,Fast Food Restaurant,East Greenwich,RI,US,41.670461,-71.499516,2818,926 Quaker Ln
Wendy's,Fast Food Restaurants,Providence,RI,US,41.832526,-71.46584,2909,850 Manton Ave
Wendy's,Fast Food Restaurant,Goshen,IN,US,41.588975,-85.846638,46526,900 W Pike St
Wendy's,Fast Food Restaurant,Auburn,IN,US,41.366735,-85.069754,46706,1120 W 7th St
Wendy's,Fast Food Restaurant,York,PA,US,39.938357,-76.690953,17403,2060 Springwood Rd
Wendy's,Fast Food Restaurant and Burger Joint,Quakertown,PA,US,40.443337,-75.358228,18951,10 S West End Blvd
Wendy's,Fast Food Restaurants,Pottstown,PA,US,40.255432,-75.665849,19464,234 Shoemaker Rd
Wendy's,Fast Food Restaurant,Monroeville,PA,US,40.427834,-79.705525,15146,5076 William Penn Hwy
Wendy's,Fast Food Restaurants,Hermitage,PA,US,41.233765,-80.449572,16148,120 N Hermitage Rd
Wendy's,Fast Food Restaurant,New Oxford,PA,US,39.870819,-77.027981,17350,6167 York Rd
Wendy's,Fast Food Restaurant,Greensburg,PA,US,40.282999,-79.549585,15601,1231 S Main St
Wendy's,Fast Food Restaurant,Wexford,PA,US,40.608835,-80.052783,15090,10490 Perry Hwy
Wendy's,Fast Food Restaurant,Allison Park,PA,US,40.592463,-79.948135,15101,4679 William Flynn Hwy
Wendy's,Fast Food Restaurant,Pittsburgh,PA,US,40.537919,-80.011701,15237,7317 Mcknight Rd
Wendy's,Fast Food Restaurant,Pittsburgh,PA,US,40.536593,-79.840641,15238,2691 Freeport Rd
Wendy's,Fast Food Restaurant,Cranberry Township,PA,US,40.682315,-80.101261,16066,20111 Route 19
Wendy's,Fast Food Restaurants,Dillsburg,PA,US,40.116715,-77.039265,17019,6 Old Mill Rd
Subway,Fast Food Restaurants,Sherman,TX,US,33.660309,-96.60023,75090,2114 Texoma Pkwy
Quiznos,Fast Food,Rock Springs,WY,US,41.578999,-109.250242,82901,101 Gateway Blvd
Subway,Fast Food Restaurants,Abilene,TX,US,32.396009,-99.761579,79606,4498 Buffalo Gap Rd
Subway,Fast Food,Dallas,TX,US,32.796316,-96.773472,75246,4422 Gaston Ave
Subway,Fast Food Restaurants,Hidalgo,TX,US,26.107237,-98.256943,78557,427 E Coma Ave
Pollo Tropical,Fast Food Restaurant,Miami,FL,US,25.760929,-80.424805,33184,14150 SW 8th St
Pollo Tropical,Fast Food Restaurant,Fort Lauderdale,FL,US,26.098711,-80.137082,33316,1819 S Federal Hwy
Taco Time,Fast Food Restaurants,Kaysville,UT,US,41.037604,-111.938556,84037,170 N Main St
Subway,Fast Food Restaurants,Butte,MT,US,45.963451,-112.508042,59701,3901 Harrison Ave
Subway,Fast Food Restaurants,Bozeman,MT,US,45.671099,-111.183253,59718,8192 Huffine Ln
Subway,Fast Food Restaurants,Corvallis,MT,US,46.313055,-114.113991,59828,395 Woodside Cutoff Rd
Subway,Fast Food Restaurants,Missoula,MT,US,46.845902,-114.02204,59801,2710 Brooks St
Subway,Fast Food Restaurants,Great Falls,MT,US,47.490047,-111.32873,59404,1601 Fox Farm Rd
McDonald's,Fast Food Restaurant,Cincinnati,OH,US,39.217424,-84.549015,45224,6840 Hamilton Ave
McDonald's,Fast Food Restaurants,Pataskala,OH,US,40.002869,-82.676224,43062,67 W Broad St
McDonald's,Fast Food Restaurant,Columbus,OH,US,39.98278,-82.818199,43213,6714 E Broad St
McDonald's,Fast Food Restaurants,Madison,OH,US,41.802227,-81.050529,44057,6626 N Ridge Rd
McDonald's,Fast Food Restaurants,Johnstown,OH,US,40.148657,-82.698414,43031,625 W Coshocton St
McDonald's,Fast Food Restaurants,Reynoldsburg,OH,US,39.927827,-82.828081,43068,6350 Tussing Rd
McDonald's,Fast Food Restaurant,Reynoldsburg,OH,US,39.95484,-82.82746,43068,6323 E Main St
McDonald's,Fast Food Restaurant,Independence,OH,US,41.394082,-81.640393,44131,6201 Brecksville Rd
McDonald's,Fast Food Restaurant,Columbus,OH,US,39.945055,-83.036844,43223,619 Harrisburg Pike
McDonald's,Fast Food Restaurant,Fostoria,OH,US,41.164302,-83.421133,44830,620 N Countyline St
McDonald's,Fast Food Restaurant,Youngstown,OH,US,41.060681,-80.644245,44502,601 E Midlothian Blvd
McDonald's,Fast Food Restaurant,Oxford,OH,US,39.504128,-84.749377,45056,601 S Locust St
McDonald's,Fast Food Restaurant,New Lexington,OH,US,39.719998,-82.205368,43764,590 Carroll St
McDonald's,Fast food restaurants,Medina,OH,US,41.111301,-81.864135,44256,5867 Wooster Pike
McDonald's,Fast Food Restaurants,Mentor,OH,US,41.714794,-81.300779,44060,5745 Heisley Rd
McDonald's,Fast Food Restaurant,Fairfield,OH,US,39.33725,-84.56127,45014,563 Nilles Rd
McDonald's,Fast Food Restaurant,Hamilton,OH,US,39.418325,-84.471625,45011,5500 Liberty Square Dr
McDonald's,Fast Food Restaurant,Elyria,OH,US,41.367768,-82.108946,44035,547 Broad St
McDonald's,Fast Food Restaurants,Wooster,OH,US,40.804127,-81.934325,44691,540 Beall Ave
McDonald's,Fast Food,Dayton,OH,US,39.82217,-84.288707,45426,5360 Salem Ave
Wendy's,Fast Food Restaurant,Lockport,NY,US,43.147598,-78.69269,14094,5737 S Transit Rd
Wendy's,Fast Food Restaurants,Jericho,NY,US,40.780321,-73.559587,11753,90 Jericho Tpke
Wendy's,Fast Food Restaurant,Lakewood,NY,US,42.099605,-79.302668,14750,327 E Fairmount Ave
Wendy's,Fast Food Restaurants,Hicksville,NY,US,40.771374,-73.527002,11801,60 N Broadway
Wendy's,Fast Food Restaurants,Horseheads,NY,US,42.154442,-76.821505,14845,2123 Grand Central Ave
Wendy's,Fast Food Restaurant,Greenvale,NY,US,40.80776,-73.627085,11548,18 Glen Cove Rd
Wendy's,Fast Food Restaurant,Buffalo,NY,US,42.789407,-78.809774,14219,3513 Mckinley Pkwy
Church's Chicken,Fast Food Restaurant,Charlotte,NC,US,35.241532,-80.858991,28216,1735 W Trade St
Church's Chicken,Fast Food Restaurants,Columbia,SC,US,33.989,-80.974232,29209,4720 Devine St
Church's Chicken,Fast Food Restaurant,Charleston,SC,US,32.796445,-79.940351,29403,492 Meeting St
Church's Chicken,Fast Food Restaurant and Fried Chicken Joint,Norfolk,VA,US,36.914675,-76.307094,23505,7600 Hampton Blvd
Church's Chicken,Fried Chicken Joint and Fast Food Restaurant Park View,Portsmouth,VA,US,36.838226,-76.307061,23704,350 Effingham St
Lin's Garden,Fast Food Restaurants,Mosinee,WI,US,44.791635,-89.700648,54455,117 Main St
McDonald's,Fast Food Restaurant,Mason City,IA,US,43.148171,-93.226325,50401,1651 4th St SW
McDonald's,Fast Food Restaurants,Marion,IA,US,42.031453,-91.610225,52302,100 6th Ave
McDonald's,Fast Food Restaurant,Dubuque,IA,US,42.505035,-90.721293,52002,1915 John F Kennedy Rd
McDonald's,Fast Food Restaurants,Des Moines,IA,US,41.628032,-93.69825,50310,3610 Merle Hay Rd
McDonald's,Fast Food Restaurant,Des Moines,IA,US,41.58299,-93.700867,50312,6125 Grand Ave
McDonald's,Fast Food Restaurants,Des Moines,IA,US,41.546097,-93.644698,50321,4201 Fleur Dr
McDonald's,Fast Food Restaurants,Des Moines,IA,US,41.603526,-93.659051,50311,3002 Forest Ave
McDonald's,Fast Food Restaurant,Des Moines,IA,US,41.594616,-93.597521,50316,1404 Des Moines St
McDonald's,Fast Food Restaurants,Des Moines,IA,US,41.627097,-93.60168,50316,1345 E Euclid Ave
McDonald's,Fast Food Restaurants,Davenport,IA,US,41.595394,-90.61426,52806,7522 Northwest Blvd
McDonald's,Fast Food Restaurant,Coralville,IA,US,41.676938,-91.566037,52241,618 1st Ave
McDonald's,Fast Food Restaurants,Clinton,IA,US,41.851376,-90.187165,52732,729 N 2nd St
McDonald's,Fast Food Restaurants,Ankeny,IA,US,41.704834,-93.5813,50021,2502 SE Delaware Ave
McDonald's,Fast Food Restaurants,Wrens,GA,US,33.209697,-82.387155,30833,205 N Main St
McDonald's,Fast Food Restaurant,Ames,IA,US,42.022531,-93.610373,50010,129 S Duff Ave
McDonald's,Fast Food Restaurants,Algona,IA,US,43.082947,-94.236369,50511,1321 Highway 169 N
McDonald's,Fast Food,Waycross,GA,US,31.197878,-82.324274,31501,2304 Memorial Dr
McDonald's,Fast Food,Warner Robins,GA,US,32.616152,-83.696119,31093,3133 Watson Blvd
McDonald's,Fast Food Restaurants,Vidalia,GA,US,32.213152,-82.403012,30474,806 E 1st St
McDonald's,Fast Food,Valdosta,GA,US,30.822772,-83.27461,31601,715 S Patterson St
McDonald's,Fast Food Restaurant,Tucker,GA,US,33.843467,-84.25827,30084,3891 Lavista Rd
McDonald's,Fast Food Restaurants,Valdosta,GA,US,30.841412,-83.323592,31601,1177 N Saint Augustine Rd
McDonald's,Fast Food,Suwanee,GA,US,34.069109,-84.168434,30024,3650 Peachtree Pkwy
McDonald's,Fast Food,Swainsboro,GA,US,32.584458,-82.321669,30401,506 S Main St
McDonald's,Fast Food Restaurants,Sylvester,GA,US,31.529162,-83.823816,31791,617 E Franklin St
McDonald's,Fast Food Restaurant,Smyrna,GA,US,33.870958,-84.528097,30080,3414 S Cobb Dr SE
McDonald's,Fast Food Restaurants,Atlanta,GA,US,33.994948,-84.350518,30350,8745 Roswell Rd
McDonald's,Fast Food Restaurants,Sandersville,GA,US,32.972163,-82.808455,31082,702 S Harris St
McDonald's,Fast Food Restaurants,Perry,GA,US,32.469355,-83.74169,31069,1413 Sam Nunn Blvd
McDonald's,Fast Food,Longview,TX,US,32.500507,-94.734952,75601,408 E Marshall Ave
McDonald's,Fast Food Restaurants,Corpus Christi,TX,US,27.698889,-97.411379,78413,4031 Saratoga Blvd
McDonald's,Fast Food Restaurants,Houston,TX,US,29.727999,-95.345183,77004,4005 Elgin St
McDonald's,Fast Food Restaurant,Plano,TX,US,33.003562,-96.68154,75074,400 Jupiter Rd
McDonald's,Burgers / Breakfast / Fast Food,Pearland,TX,US,29.553856,-95.258029,77581,2607 Broadway St
McDonald's,Fast Food Restaurant North Houston,Houston,TX,US,29.939013,-95.397632,77060,392 N Sam Houston Pkwy E
Pretzel Maker,Fast Food Restaurant,Ames,IA,US,42.049373,-93.620649,50010,2801 Grand Ave
Penguin Point,Fast Food Restaurant,Wabash,IN,US,40.782917,-85.819896,46992,1800 S Wabash St
Mr. Hero,Fast Food Restaurant,Cleveland,OH,US,41.43315,-81.806416,44135,15617 Puritas Ave
Capriotti's Sandwich Shop,Fast Food Restaurants,Laughlin,NV,US,35.16145,-114.57269,89029,2020 S Casino Dr
Capriotti's Sandwich Shop,Fast Food Restaurants,Dover,DE,US,39.12273,-75.49881,19901,130 Gateway South Blvd
Capri Italian Restaurant,Fast Food Restaurants,Desert Hot Springs,CA,US,33.95919,-116.50126,92240,12260 Palm Dr
Capriotti's Sandwich Shop,Fast Food Restaurants,Springfield,PA,US,39.937805,-75.349288,19064,141 S State Rd
Hot Dog on a Stick,Fast Food Restaurant,Clovis,CA,US,36.808483,-119.69389,93612,1050 Shaw Ave
Wendy's,Fast Food Restaurant,San Jose,CA,US,37.316044,-121.873684,95110,1405 Monterey Hwy
Wendy's,Fast Food Restaurant and Burger Joint,San Jose,CA,US,37.273974,-121.934297,95124,2624 S Bascom Ave
Wendy's,Fast Food Restaurant,San Jose,CA,US,37.313168,-121.931061,95128,782 S Bascom Ave
Wendy's,Fast Food Restaurant,San Diego,CA,US,32.802734,-117.012022,92119,8637 Navajo Rd
Arby's,Fast Food Restaurant,Pryor,OK,US,36.301379,-95.320432,74361,315 S Mill St
Arby's,Fast Food Restaurant,Oklahoma City,OK,US,35.49298,-97.577969,73107,3420 Nw 23 St
Arby's,Fast Food Restaurants,Oklahoma City,OK,US,35.448532,-97.405644,73110,1700 S Air Depot Blvd
Arby's,Fast Food Restaurants,Oklahoma City,OK,US,35.34924,-97.502405,73160,1300 N Janeway Ave
Arby's,Fast Food,Lawton,OK,US,34.609196,-98.4218,73505,1 Nw Sheridan Rd
Arby's,Fast Food Restaurant,Elk City,OK,US,35.391074,-99.404943,73644,2105 S Main St
Wendy's,Fast Food Restaurant,Flemington,NJ,US,40.504184,-74.853794,8822,9 State Route 31
Wendy's,Fast Food Restaurant,East Brunswick,NJ,US,40.447516,-74.395684,8816,414 State Route 18
Wendy's,Fast Food Restaurant,Farmingdale,NY,US,40.72894,-73.464423,11735,5001 Hempstead Tpke
Wendy's,Fast Food Restaurant and Burger Joint,East Meadow,NY,US,40.723612,-73.570737,11554,1730 Hempstead Tpke
Wendy's,Fast Food Restaurant,Cortland,NY,US,42.60826,-76.165198,13045,157 Clinton Ave
Wendy's,Fast Food Restaurant,Depew,NY,US,42.88116,-78.696696,14043,4961 Transit Rd
Wendy's,Fast Food Restaurant,Cave Creek,AZ,US,33.798642,-111.976421,85331,4815 E Carefree Hwy
Wendy's,Fast Food Restaurant,West Memphis,AR,US,35.159892,-90.184723,72301,1223 N Missouri St
Wendy's,Fast Food Restaurants,Pine Bluff,AR,US,34.201831,-92.033166,71603,2909 W 28th Ave
Wendy's,Fast Food Restaurant and Burger Joint,Pocahontas,AR,US,36.243464,-90.958178,72455,2207 Highway 67 S
Wendy's,Fast Food Restaurant,Pine Bluff,AR,US,34.217059,-92.003361,71601,1205 S Main St
Wendy's,Fast Food Restaurant,Malvern,AR,US,34.385993,-92.828281,72104,1902 Martin Luther King Blvd
Wendy's,Fast Food Restaurant and Burger Joint,Little Rock,AR,US,34.743701,-92.27609,72201,604 Broadway St
Wendy's,"Fast Food Restaurant, American Restaurant, and Burger Joint",Little Rock,AR,US,34.715539,-92.341972,72204,3923 S University Ave
Wendy's,Fast Food Restaurants,Little Rock,AR,US,34.713,-92.399696,72204,10924 Colonel Glenn Rd
Wendy's,Fast Food Restaurants,Fort Smith,AR,US,35.374492,-94.421323,72901,1000 Towson Ave
Wendy's,Fast Food Restaurants,Fort Smith,AR,US,35.349001,-94.342281,72903,8210 Rogers Ave
Wendy's,Fast Food Restaurant and Burger Joint,Conway,AR,US,35.070726,-92.48243,72034,3750 Dave Ward Dr
Wendy's,Fast Food Restaurant,Bentonville,AR,US,36.364101,-94.219671,72712,814 S Walton Blvd
Wendy's,Fast Food,Atlanta,GA,US,33.738257,-84.421383,30310,1025 Ralph David Abernathy Blvd SW
Wendy's,Fast Food Restaurant,Atlanta,GA,US,33.697471,-84.40768,30315,2096 Metropolitan Pkwy SW
Wendy's,Fast Food Restaurant,Alpharetta,GA,US,34.110152,-84.22024,30005,1520 Mcfarland Pkwy
Wendy's,Fast Food Restaurant,Albany,GA,US,31.619703,-84.176793,31701,3001 N Slappey Blvd
Jack in the Box,Fast Food Restaurant,Greenville,SC,US,34.803618,-82.375519,29605,1343 S Pleasantburg Dr
Jack in the Box,Fast Food Restaurant,Greenville,SC,US,34.887605,-82.405345,29609,1490 Poinsett Hwy
Jack in the Box,Fast Food Restaurant,Easley,SC,US,34.82107,-82.590228,29640,6601 Calhoun Memorial Hwy
Jack in the Box,Fast Food Restaurants,Anderson,SC,US,34.55705,-82.686751,29621,4113 Clemson Blvd
Jack in the Box,Fast Food Restaurant,West Linn,OR,US,45.349698,-122.653281,97068,1865 Blankenship Rd
Jack in the Box,Fast Food Restaurant,Roseburg,OR,US,43.237802,-123.370214,97470,2435 NW Stewart Pkwy
Jack in the Box,"Burger Joint, Fried Chicken Joint, and Fast Food Restaurant",Happy Valley,OR,US,45.447309,-122.578381,97086,10500 SE 82nd Ave
Jack in the Box,"Burger Joint, Fried Chicken Joint, and Fast Food Restaurant",Portland,OR,US,45.491742,-122.578014,97266,4242 SE 82nd Ave
Jack in the Box,Fast Food Restaurant,Portland,OR,US,45.415494,-122.631985,97267,14811 SE Mcloughlin Blvd
Jack in the Box,Fast Food Restaurant,Medford,OR,US,42.315756,-122.861696,97501,309 E Barnett Rd
Wendy's,Fast Food Restaurant,Elizabethtown,KY,US,37.710743,-85.832508,42701,1038 Executive Dr
Wendy's,Fast Food Restaurants,Franklin,KY,US,36.727548,-86.578009,42134,527 N Main St
Wendy's,Fast Food Restaurant,Hopkinsville,KY,US,36.871577,-87.500006,42240,1107 W 7th St
Wendy's,Fast Food Restaurant,Hopkinsville,KY,US,36.838372,-87.479494,42240,2937 Fort Campbell Blvd
Wendy's,Fast Food Restaurant,Owensboro,KY,US,37.725687,-87.123275,42301,4545 Frederica St
Wendy's,"Fast Food Restaurant, American Restaurant, and Burger Joint",Madisonville,KY,US,37.327663,-87.483572,42431,803 E Center St
Wendy's,Fast Food Restaurants,Benton,KY,US,36.86716,-88.360393,42025,312 W 5th St
Wendy's,Fast Food Restaurants,Kuttawa,KY,US,37.072241,-88.125444,42055,39 Days Inn Dr
Wendy's,Fast Food Restaurant,Mayfield,KY,US,36.732751,-88.633472,42066,819 Paris Rd
Wendy's,Fast Food Restaurant,Paducah,KY,US,37.033557,-88.669236,42003,3301 Lone Oak Rd
Dairy Queen,Fast Food Restaurant and Ice Cream Shop,Independence,KS,US,37.236624,-95.706373,67301,1325 N Penn Ave
Wendy's,Fast Food Restaurant,Natchitoches,LA,US,31.729557,-93.152361,71457,5103 University Pkwy
Wendy's,Fast Food Restaurant,Nashville,TN,US,36.087186,-86.694865,37211,330 Harding Pl
Wendy's,Fast Food Restaurants,Seymour,TN,US,35.878711,-83.774725,37865,10707 Chapman Hwy
