name,categories,city,province,country,latitude,longitude,postalCode,address
Boston Market,American Restaurant and Fast Food Restaurant,Tallahassee,FL,US,30.471606,-84.29063,32303,2329 N Monroe St
Steak N Shake,Fast Food Restaurants,Franklin,TN,US,35.91428,-86.826808,37064,1312 Murfreesboro Rd
Waffle House,Fast Food Restaurant,Richmond,VA,US,37.401788,-77.422582,23237,2101 Willis Rd
Waffle House,Fast Food Restaurant,Fayetteville,NC,US,35.079984,-78.958051,28303,4520 Yadkin Rd
Waffle House,Fast Food Restaurant,Tarboro,NC,US,35.888626,-77.54797,27886,120 Western Blvd
Taco John's,Fast Food Restaurant,South Sioux City,NE,US,42.464481,-96.414012,68776,2701 Dakota Ave
Domino's Pizza,Fast Food Restaurants,Muskogee,OK,US,35.7451,-95.3624,74403,603 E Okmulgee St
Domino's Pizza,Fast Food Restaurants,Oklahoma City,OK,US,35.4186,-97.5478,73119,4628 S Pennsylvania Ave
Domino's Pizza,Fast Food Restaurants,Oklahoma City,OK,US,35.4208,-97.4314,73135,4843 Se 44th St
Domino's Pizza,Fast Food,Houston,TX,US,29.9026,-95.3316,77039,4233 Aldine Mail Rd
Domino's Pizza,Fast Food,Houston,TX,US,29.839928,-95.64569,77084,4558 Highway 6 N
Domino's Pizza,Fast Food Restaurants,Seabrook,TX,US,29.564308,-95.0468,77586,3659 Nasa Pkwy
Domino's Pizza,Fast Food Restaurants,Oklahoma City,OK,US,35.6101,-97.5798,73134,3445 W Memorial Rd
Domino's Pizza,Fast Food Restaurants,New Braunfels,TX,US,29.693064,-98.11711,78130,316 S Business Ih 35
Taco John's,Fast Food Restaurants,Norfolk,NE,US,42.024357,-97.426519,68701,801 S 13th St
Taco John's,Fast Food Restaurant,Huron,SD,US,44.371035,-98.214141,57350,410 Dakota Ave N
Taco John's,Fast Food Restaurant,Hot Springs,SD,US,43.422072,-103.463267,57747,1145 Jensen Hwy
Taco John's,Fast Food Restaurant,Kearney,NE,US,40.681973,-99.085713,68845,810 3rd Ave
Taco John's,Fast Food Restaurant,Athens,OH,US,39.320048,-82.105251,45701,392 Richland Ave
Taco John's,Fast Food Restaurants,Brookings,SD,US,44.311661,-96.788453,57006,609 Medary Ave
Taco John's,Fast Food Restaurant,Reno,NV,US,39.518497,-119.803171,89502,770 S Wells Ave
Taco John's,Fast Food Restaurant and Mexican Restaurant,Omaha,NE,US,41.284536,-96.042528,68134,8303 Maple St
Taco John's,Fast Food Restaurant,North Platte,NE,US,41.105688,-100.764608,69101,3211 Detco Cir
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Bismarck,ND,US,46.830817,-100.815595,58503,1518 Burnt Boat Dr
Taco John's,Fast Food Restaurant,Minot,ND,US,48.215992,-101.296033,58701,1725 S Broadway
Taco John's,Fast Food Restaurant,Grand Island,NE,US,40.90739,-98.339769,68801,1408 S Locust St
Taco John's,Fast Food,Kearney,NE,US,40.700269,-99.07591,68847,419 E 25th St
Taco John's,Fast Food Restaurants,West Fargo,ND,US,46.877351,-96.89911,58078,110 Main Ave E
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Dickinson,ND,US,46.897919,-102.787554,58601,180 14th St W
Taco John's,Fast Food Restaurants,Helena,MT,US,46.607737,-112.020773,59601,2301 N Montana Ave
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Missoula,MT,US,46.874588,-114.002163,59802,623 W Broadway St
Taco John's,Fast Food Restaurant,Whitefish,MT,US,48.39202,-114.335774,59937,6368 Us Highway 93 S
Taco John's,Fast Food Restaurants,Laurel,MT,US,45.668737,-108.771499,59044,101 S 1st Ave
Taco John's,Fast Food Restaurant and Mexican Restaurant,Glendive,MT,US,47.106546,-104.715561,59330,315 W Towne St
Taco John's,Fast Food Restaurant,Havre,MT,US,48.542708,-109.677245,59501,1110 5th Ave
Taco John's,Fast Food Restaurant,Kalispell,MT,US,48.201573,-114.314908,59901,150 N Main St
Taco John's,"Taco Place, Mexican Restaurant, and Fast Food Restaurant",Saint Paul,MN,US,45.07654,-93.01656,55110,4430 Lake Ave S
Taco John's,"Mexican Restaurant, Fast Food Restaurant, and Diner",Billings,MT,US,45.784099,-108.543679,59102,1105 Grand Ave
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Cape Girardeau,MO,US,37.308109,-89.551731,63701,111 N Kingshighway St
Taco John's,Fast Food Restaurants,Saint Joseph,MO,US,39.712874,-94.871893,64504,6110 Lake Ave
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Saint Joseph,MO,US,39.785926,-94.80418,64506,2205 N Belt Hwy
Taco John's,Fast Food Restaurants,Saint Francis,MN,US,45.385663,-93.347244,55070,22945 Lake George Blvd NW
Taco John's,"Fast Food Restaurant, Mexican Restaurant, and Diner",Willmar,MN,US,45.109535,-95.042703,56201,1303 1st St S
Taco John's,Fast Food Restaurants,Duluth,MN,US,46.802405,-92.073235,55812,1810 London Rd
Taco John's,Fast Food Restaurants,Monticello,MN,US,45.288768,-93.806485,55362,9495 Deegan Ave NE
Taco John's,Fast Food Restaurants,Mankato,MN,US,44.173429,-94.03363,56003,1601 Lor Ray Dr
Taco John's,Fast Food Restaurants,Saint Paul,MN,US,45.016408,-93.007595,55109,2201 11th Ave E
Taco John's,Fast Food,Grand Rapids,MN,US,47.222427,-93.528613,55744,910 S Pokegama Ave
Taco John's,Fast Food Restaurants,Morris,MN,US,45.582614,-95.910727,56267,108 Atlantic Ave
Taco John's,Fast Food Restaurants,Fergus Falls,MN,US,46.29522,-96.077789,56537,1212 N Union Ave
Taco John's,Fast Food Restaurants,Princeton,KY,US,37.115534,-87.894015,42445,1030 W Main St
Taco John's,Fast Food Restaurants,Minneapolis,MN,US,45.054906,-93.316545,55430,1361 Brookdale Ctr
Taco John's,Fast Food Restaurants,Detroit Lakes,MN,US,46.826637,-95.874332,56501,1425 Highway 10 W
Burger King,Fast Food Restaurants,Glendale,AZ,US,33.511147,-112.185776,85301,5834 W Camelback Rd
Taco Bell,Fast Food Restaurants,Wilmington,DE,US,39.746968,-75.574196,19805,1925 Lancaster Ave
White Castle,Fast Food Restaurant,Whitehall,PA,US,40.624106,-75.482147,18052,1280 MacArthur Rd
Burger King,Fast Food Restaurant,Peoria,AZ,US,33.679688,-112.278641,85382,21551 N Lake Pleasant Pkwy
SUBWAYÂ¬Ã†,"Deli / Bodega, Fast Food Restaurant, and American Restaurant",South Gate,CA,US,33.943924,-118.207039,90280,3522 Tweedy Blvd
Panda Express,Fast Food Restaurants,Saint Louis,MO,US,38.634958,-90.348097,63117,1155 Saint Louis Galleria
Burger King,Fast Food Restaurant,Phoenix,AZ,US,33.712433,-112.106651,85085,2207 W Happy Valley Rd
Burger King,Fast Food Restaurant,Tempe,AZ,US,33.363197,-111.929138,85283,6402 S Rural Rd
Burger King,Fast Food,Avondale,AZ,US,33.435005,-112.305725,85323,11445 W Buckeye Rd
Fuku,Fast Food Restaurant,New York,NY,US,40.704903,-74.006416,10005,110 Wall St
Little Caesars,Fast Food,Duarte,CA,US,34.139549,-117.976433,91010,1336 Huntington Dr
Sbarro,Fast Food Restaurants,Douglasville,GA,US,33.727782,-84.745633,30135,6700 Douglas Blvd
Primo Hoagies,Fast Food Restaurant,Bethlehem,PA,US,40.6435,-75.426921,18018,2410 Catasauqua Rd
Hardee's,Fast Food Restaurants,Brookings,SD,US,44.310761,-96.764849,57006,2324 6th St
De Afghanan Kabob House,Fast Food Restaurants,San Francisco,CA,US,37.78577,-122.420359,94109,1035 Geary St
Jimmy John's,Fast Food Restaurant,Elmwood Park,IL,US,41.930946,-87.786908,60707,6451 W Diversey Ave
Raising Cane's,Fast Food,Boston,MA,US,42.351916,-71.118713,2215,949 Commonwealth Ave
Moe's Burger Joint,Fast Food Restaurant,Bridgeport,CT,US,41.17,-73.189091,6604,997 Main St
Arby's,Fast Food Restaurant,Norwich,NY,US,42.551292,-75.526063,13815,6151 State Hwy 12
Arby's,Fast Food,Whitney Point,NY,US,42.336496,-75.973877,13862,2946 Ny Route 11
Jimmy John's,Fast Food Restaurants,Pompano Beach,FL,US,26.213953,-80.106393,33062,1299 S Federal Hwy
Bobby's Burger Palace,Fast Food Restaurants,Philadelphia,PA,US,39.954332,-75.201935,19104,3925 Walnut St
Arby's,Fast Food Restaurants,Roy,UT,US,41.164431,-112.025566,84067,5424 S 1900 W
Waffle House,Fast Food Restaurant,Newberry,SC,US,34.282865,-81.587271,29108,2993 Main St
Waffle House,Fast Food Restaurant,Charleston,SC,US,32.780819,-79.966097,29407,325 Savannah Hwy
Waffle House,Fast Food Restaurant,North Charleston,SC,US,32.933577,-80.051742,29418,2571 Ashley Phosphate Rd
Subway,Fast Food Restaurants,Loves Park,IL,US,42.338469,-89.018364,61111,8101 Forest Hills Rd
Subway,Fast Food Restaurants,Georgetown,KY,US,38.209946,-84.559752,40324,100 E Main St
Subway,Fast Food Restaurants,Frankfort,KY,US,38.201604,-84.832432,40601,260 Versailles Rd
Subway,Fast Food Restaurants,Elizabethtown,KY,US,37.706316,-85.844084,42701,928 N Mulberry St
Subway,Fast Food Restaurants,Elizabethtown,KY,US,37.675296,-85.902731,42701,2749 Leitchfield Rd
Subway,Fast Food Restaurants,Palmyra,IN,US,38.406634,-86.108283,47164,14116 Charlotte Ave NE
Subway,Fast Food Restaurants,Whiting,IN,US,41.686841,-87.506784,46394,1451 Indianapolis Blvd
Subway,Fast Food Restaurants,Brownsburg,IN,US,39.854857,-86.393348,46112,1430 N Green St
Subway,Fast Food Restaurants,Linton,IN,US,39.035419,-87.163202,47441,140 3rd St NE
Subway,Sandwich Place and Fast Food Restaurant,Bloomington,IN,US,39.160128,-86.5532,47403,1350 W Bloomfield Rd
Subway,Fast Food Restaurants,Brazil,IN,US,39.526025,-87.115038,47834,1109 E National Ave
Subway,Fast Food Restaurants,Warren,IN,US,40.722261,-85.437314,46792,7251 S Warren Rd
Subway,Fast Food Restaurants,Fort Wayne,IN,US,41.177339,-85.132197,46825,714 E Dupont Rd
Subway,Fast Food Restaurants,Fort Wayne,IN,US,41.149584,-85.063694,46835,7405 Maplecrest Rd
Moe's Southwest Grill,Fast Food,Miramar Beach,FL,US,30.381995,-86.410044,32550,655 Grand Blvd
Subway,Fast Food Restaurants,Kendallville,IN,US,41.451595,-85.24731,46755,2501 E North St
Subway,Fast Food Restaurants,Plainfield,IN,US,39.712064,-86.371583,46168,2373 E Main St
Subway,Fast Food Restaurants,Kouts,IN,US,41.3172,-87.025862,46347,224 S Main St
Subway,Fast Food Restaurants,Warsaw,IN,US,41.238832,-85.852807,46580,222 N Detroit St
Subway,Fast Food Restaurants,Corydon,IN,US,38.231329,-86.134105,47112,2125 Edsel Ln NW
Subway,Fast Food Restaurants,Martinsville,IN,US,39.411042,-86.423384,46151,1870 S Ohio St
Wendy's,Fast Food Restaurant,Disputanta,VA,US,37.184644,-77.317661,23842,4610 County Dr
Wendy's,Fast Food Restaurants,Dublin,VA,US,37.092806,-80.687838,24084,4648 Cleburne Blvd
Wendy's,Fast Food Restaurant,Houston,TX,US,29.731871,-95.384669,77002,4701 Main St
Wendy's,Fast Food Restaurant,Dallas,TX,US,32.925478,-96.839414,75244,4169 Lyndon B Johnson Fwy
Wendy's,Fast Food Restaurant and Burger Joint,Abilene,TX,US,32.40874,-99.781034,79606,4374 Southwest Dr
Wendy's,Fast Food Restaurants,Leesburg,VA,US,39.110523,-77.555358,20176,404 E Market St
Wendy's,Fast Food Restaurant and Burger Joint,Canyon,TX,US,34.979764,-101.919333,79015,407 23rd St
Wendy's,Fast Food Restaurant,Portsmouth,VA,US,36.80845,-76.357186,23701,3904 Victory Blvd
Wendy's,Fast Food Restaurant,Midlothian,VA,US,37.441151,-77.587354,23112,3601 Price Club Blvd
Wendy's,Fast Food Restaurant,Virginia Beach,VA,US,36.785421,-76.107585,23456,3700 Tiffany Ln
Wendy's,Fast Food Restaurants,Arlington,VA,US,38.861199,-77.092349,22204,3431 Columbia Pike
Wendy's,Fast Food Restaurant and Burger Joint,Woodstock,VA,US,38.870675,-78.524561,22664,327 W Reservoir Rd
Wendy's,Fast Food Restaurant,South Boston,VA,US,36.73367,-78.909696,24592,3461 Old Halifax Rd
Wendy's,Fast Food Restaurant,Frisco,TX,US,33.105237,-96.805055,75034,3208 Preston Rd
Wendy's,Fast Food Restaurant,Collinsville,VA,US,36.713656,-79.90856,24078,2801 Virginia Ave
Wendy's,Fast Food Restaurant,Richlands,VA,US,37.094144,-81.810756,24641,2643 Front St
Wendy's,Fast Food Restaurant,Dallas,TX,US,32.647465,-96.866226,75237,2828 W Wheatland Rd
Wendy's,Fast Food Restaurants,Texas City,TX,US,29.394964,-94.935809,77590,2805 Palmer Hwy
McDonald's,Fast Food Restaurants,Chandler,AZ,US,33.30636,-111.887397,85224,2540 W Chandler Blvd
McDonald's,Fast Food,Chandler,AZ,US,33.335611,-111.875062,85224,1900 W Warner Rd
McDonald's,Fast Food,Chandler,AZ,US,33.292273,-111.821769,85225,1090 E Pecos Rd
McDonald's,Fast Food Restaurant,Searcy,AR,US,35.250402,-91.692595,72143,3515 E Race Ave
McDonald's,Fast Food Restaurant,Sheridan,AR,US,34.292163,-92.398934,72150,1212 S Rock St
McDonald's,Fast Food,Ozark,AR,US,35.511333,-93.820867,72949,2230 N 3rd St
McDonald's,Fast Food,North Little Rock,AR,US,34.820284,-92.234863,72116,7101 John F Kennedy Blvd
McDonald's,Fast Food Restaurants,Mena,AR,US,34.586305,-94.224298,71953,709 Highway 71 N
McDonald's,Fast Food,Little Rock,AR,US,34.766286,-92.387697,72227,10201 N Rodney Parham Rd
McDonald's,Fast Food Restaurant,Jacksonville,AR,US,34.884885,-92.106681,72076,2030 N 1st St
McDonald's,Fast Food,Jonesboro,AR,US,35.821209,-90.685045,72401,1815 E Highland Dr
McDonald's,Fast Food Restaurant,Hot Springs National Park,AR,US,34.504005,-93.047227,71901,200 E Grand Ave
McDonald's,Fast Food Restaurants,Hot Springs National Park,AR,US,34.502954,-93.126241,71913,3101 Albert Pike Rd
McDonald's,Fast Food Restaurant,Fort Smith,AR,US,35.296049,-94.387805,72916,9200 Highway 71 S
McDonald's,Fast Food Restaurants,Fort Smith,AR,US,35.338205,-94.422687,72901,4800 Towson Ave
Loving Hut,Fast Food Restaurants,Santa Clara,CA,US,37.325845,-121.945615,95050,2855 Stevens Creek Blvd
Burger King,Fast food restaurants,Grand Forks,ND,US,47.932974,-97.082449,58203,3765 Gateway Dr
Burger King,Fast Food Restaurant,Saint Paul,MN,US,44.956181,-93.113944,55103,333 University Ave W
Burger King,Fast food restaurants,Grand Forks,ND,US,47.889384,-97.073515,58201,3151 32nd Ave S
Burger King,Fast Food Restaurants,Saint Paul,MN,US,45.017682,-92.984756,55109,2535 Division St N
Burger King,Fast Food Restaurant,Duluth,MN,US,46.804779,-92.068736,55812,2120 London Rd
Burger King,Fast Food Restaurants,Minneapolis,MN,US,45.181638,-93.319001,55433,2025 Northdale Blvd NW
Burger King,Fast Food Restaurants,Saint Paul,MN,US,44.89641,-93.08006,55118,1650 Robert St S
Burger King,"Fast Food Restaurant, Burger Joint, and American Restaurant",Lake City,MN,US,44.458133,-92.279642,55041,1535 N Lakeshore Dr
Jack in the Box,Fast Food Restaurant,Rancho Cucamonga,CA,US,34.107039,-117.612418,91730,8840 Foothill Blvd
Jack in the Box,Fast Food,Los Angeles,CA,US,34.053846,-118.378908,90035,8605 W Pico Blvd
Jack in the Box,Fast Food,Sunland,CA,US,34.259953,-118.316073,91040,8405 Foothill Blvd
Jack in the Box,Fast Food Restaurant,Torrance,CA,US,33.831882,-118.289886,90502,835 W Carson St
Jack in the Box,Fast Food,Los Angeles,CA,US,34.086355,-118.291419,90029,830 N Vermont Ave
Jack in the Box,Fast Food,Sunnyvale,CA,US,37.370723,-122.0416,94087,813 W El Camino Real
Jack in the Box,Fast Food Restaurants,Santa Monica,CA,US,34.019702,-118.491093,90401,802 Santa Monica Blvd
Jack in the Box,Fast Food,Downey,CA,US,33.925376,-118.153924,90242,7905 Imperial Hwy
Jack in the Box,Fast Food Restaurants,Gilroy,CA,US,37.014388,-121.572564,95020,7895 Monterey St
Jack in the Box,Fast Food Restaurant,Citrus Heights,CA,US,38.707903,-121.272427,95610,7807 Sunrise Blvd
Jack in the Box,Fast Food Restaurant,Sacramento,CA,US,38.47476,-121.418568,95823,7795 Stockton Blvd
Jack in the Box,Fast Food,Los Angeles,CA,US,33.977484,-118.129765,90040,7503 E Slauson Ave
Jack in the Box,Fast Food Restaurant,Baker,CA,US,35.269529,-116.069525,92309,72358 Baker Blvd
Jack in the Box,Fast Food Restaurant,Daly City,CA,US,37.693253,-122.464722,94014,7217 Mission St
Jack in the Box,Fast Food,Los Angeles,CA,US,33.974221,-118.309336,90047,7201 S Western Ave
Jack in the Box,Fast Food,Los Angeles,CA,US,33.974938,-118.278307,90003,7120 S Broadway
Jack in the Box,Fast Food Restaurant,El Centro,CA,US,32.766766,-115.53066,92243,699 Danenberg Dr
Jack in the Box,Fast Food,Buena Park,CA,US,33.847151,-118.013216,90620,6865 La Palma Ave
Jack in the Box,Burger Joint and Fast Food Restaurant,San Jose,CA,US,37.293739,-121.874146,95125,697 Curtner Ave
Wendy's,Fast Food Restaurant,Big Spring,TX,US,32.232185,-101.471114,79720,2311 S Gregg St
Wendy's,Fast Food Restaurant,Virginia Beach,VA,US,36.850346,-75.976651,23451,2201 Pacific Ave
Wendy's,Fast Food Restaurant,Austin,TX,US,30.238834,-97.725402,78741,2224 E Riverside Dr
Wendy's,Fast Food Restaurant and Burger Joint,Del Rio,TX,US,29.3884,-100.905219,78840,2213 Veterans Blvd
Wendy's,Fast Food Restaurant and Burger Joint,Henrico,VA,US,37.621105,-77.623965,23233,2120 John Rolfe Pkwy
Wendy's,Fast Food Restaurant,Colonial Heights,VA,US,37.309463,-77.391867,23834,2126 Ruffin Mill Rd
Wendy's,Fast Food Restaurant,Southlake,TX,US,32.941364,-97.121339,76092,2130 E Southlake Blvd
Wendy's,Fast Food Restaurants,Edinburg,TX,US,26.304057,-98.180001,78539,2111 W University Dr
Wendy's,Fast Food Restaurant and Burger Joint,Flower Mound,TX,US,33.071401,-97.059489,75028,2041 Justin Rd
Wendy's,Fast Food Restaurants,Houston,TX,US,29.798149,-95.369956,77009,210 Patton St
Wendy's,Fast Food Restaurant,Carrollton,TX,US,32.954204,-96.885816,75006,2003 E Belt Line Rd
Wendy's,Fast Food Restaurant,Dallas,TX,US,32.744589,-96.682142,75217,1910 S Buckner Blvd
Carl's Jr.,Fast Food Restaurant,Inglewood,CA,US,33.961291,-118.361266,90301,344 W Manchester Blvd
Carl's Jr.,Fast Food,Laguna Niguel,CA,US,33.507903,-117.707937,92677,31181 Niguel Rd
Carl's Jr.,Fast Food Restaurant,Rancho Santa Margarita,CA,US,33.649159,-117.582582,92688,31461 Santa Margarita Pkwy
Carl's Jr.,Fast Food Restaurants,Oxnard,CA,US,34.169969,-119.178133,93033,3255 Saviers Rd
Carl's Jr.,Fast Food,Los Angeles,CA,US,34.063925,-118.287455,90020,3005 W 6th St
Carl's Jr.,Fast Food,Newport Beach,CA,US,33.615129,-117.930424,92663,3101 Newport Blvd
Carl's Jr.,Fast Food,San Diego,CA,US,32.79345,-117.193621,92110,2903 Burgener Blvd
Carl's Jr.,Fast Food Restaurant,Murrieta,CA,US,33.641525,-117.167658,92563,28023 Scott Rd
Carl's Jr.,Fast Food,Santa Monica,CA,US,34.034561,-118.472762,90404,2727 Santa Monica Blvd
Carl's Jr.,Fast Food Restaurant,Lake Elsinore,CA,US,33.666816,-117.265399,92532,25351 Railroad Canyon Rd
Carl's Jr.,Fast Food Restaurants,Coalinga,CA,US,36.254262,-120.250503,93210,25167 W Dorris Ave
Carl's Jr.,Fast Food Restaurant and Burger Joint,San Diego,CA,US,32.555605,-116.936986,92154,2365 Roll Dr
Carl's Jr.,Fast Food Restaurant and Food,Ceres,CA,US,37.595082,-120.938264,95307,2420 Mitchell Rd
Burger King,Fast Food Restaurant and Burger Joint,New Milford,NJ,US,40.932257,-74.025616,7646,684 River Rd
Burger King,Fast Food Restaurant and Burger Joint,East Orange,NJ,US,40.762234,-74.225783,7018,645 Central Ave
Burger King,Fast Food Restaurant,Bound Brook,NJ,US,40.568219,-74.560327,8805,607 W Union Ave
Burger King,Fast Food Restaurant,Sicklerville,NJ,US,39.736289,-75.00403,8081,594 Cross Keys Rd
Burger King,Fast Food Restaurant and Burger Joint,Saddle Brook,NJ,US,40.897135,-74.098173,7663,439 Market St
Burger King,Fast food restaurants,Glassboro,NJ,US,39.711928,-75.110984,8028,410 Delsea Dr N
Burger King,Fast Food Restaurant,Newark,NJ,US,40.778788,-74.176376,7107,255 Heller Pkwy
Burger King,Fast food restaurants,Bergenfield,NJ,US,40.935779,-73.994958,7621,250 N Washington Ave
Burger King,Fast Food Restaurant,Kearny,NJ,US,40.76027,-74.16027,7032,205 Passaic Ave
Burger King,Fast Food Restaurant,Pemberton,NJ,US,39.968484,-74.684743,8068,208 Hanover St
Capriotti's Sandwich Shop,Fast Food Restaurants,Las Vegas,NV,US,36.159649,-115.232785,89107,6340 W Charleston Blvd
Italian Village Pizza,Fast Food Restaurants,Elizabeth,PA,US,40.278776,-79.837097,15037,308 Scenery Dr
Mustard Seed,Fast Food Restaurants,Spokane,WA,US,47.701644,-117.410984,99207,4750 N Division St
Burger King,Fast Food Restaurant,Raleigh,NC,US,35.793537,-78.685647,27607,3701 Hillsborough St
Burger King,Fast Food Restaurants,Chapel Hill,NC,US,35.936431,-79.039646,27514,450 N Elliott Rd
Burger King,Fast Food Restaurant,Raleigh,NC,US,35.767375,-78.577141,27610,3500 Poole Rd
Burger King,Fast food restaurants,Durham,NC,US,35.966313,-78.961052,27707,3400 Westgate Dr
Burger King,Fast food restaurants,Gastonia,NC,US,35.258163,-81.118964,28056,3430 E Franklin Blvd
Burger King,Fast Food Restaurant Uptown,Charlotte,NC,US,35.224498,-80.84104,28202,310 E Trade St
Burger King,"American Restaurant, Fast Food Restaurant, and Burger Joint",Roxboro,NC,US,36.393545,-78.987733,27573,231 S Madison Blvd
Burger King,Fast Food Restaurant and Burger Joint,Kinston,NC,US,35.270371,-77.609041,28504,2015 W Vernon Ave
Burger King,Fast Food Restaurants,Greenville,NC,US,35.608168,-77.394983,27834,1702 Stantonsburg Rd
Burger King,Fast food restaurants,Garner,NC,US,35.684426,-78.604506,27529,1566 Benson Rd
Burger King,Fast food restaurants,Elizabeth City,NC,US,36.29255,-76.246254,27909,1601 W Ehringhaus St
Burger King,Fast Food Restaurants,Roanoke Rapids,NC,US,36.43392,-77.637523,27870,1480 Julian R Allsbrook Hwy
Burger King,Fast Food Restaurant,Thomasville,NC,US,35.918372,-80.057533,27360,1400 National Hwy
Burger King,Fast Food Restaurant and Burger Joint,Tarboro,NC,US,35.901494,-77.561319,27886,1300 Western Blvd
Wingstop,Fast Food Restaurants,Sacramento,CA,US,38.547127,-121.428178,95817,2992 65th St
Arby's,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Troy,OH,US,40.044283,-84.213194,45373,903 W Main St
McDonald's,Fast Food Restaurants,Syracuse,NY,US,43.072836,-76.123167,13206,1804 Teall Ave
Saladworks,Fast Food Restaurants,Fort Lauderdale,FL,US,26.2047,-80.148005,33309,6326 N Andrews Ave
Subway,Fast Food Restaurants,Windsor,CT,US,41.870953,-72.660303,6095,645 Poquonock Ave
Subway,Fast Food Restaurants,New Haven,CT,US,41.297848,-72.926922,6519,50 Union Ave
Subway,Fast Food Restaurants,Prospect,CT,US,41.510742,-72.983077,6712,52 Waterbury Rd
Subway,Fast Food Restaurants,Shelton,CT,US,41.317359,-73.093551,6484,462 Howe Ave
Subway,Fast Food Restaurants,Bridgeport,CT,US,41.222667,-73.218059,6606,4615 Main St
Subway,Fast Food Restaurants,Durham,CT,US,41.484822,-72.681752,6422,349 Main St
Taco Bell,Fast Food,Porterville,CA,US,36.066242,-119.027457,93257,450 W Olive Ave
Subway,Fast Food Restaurants,Wisconsin Dells,WI,US,43.627367,-89.773432,53965,321 Broadway
Subway,Fast Food Restaurants,Two Rivers,WI,US,44.145747,-87.568211,54241,1400 Washington St
Round Table Pizza,Fast Food,San Jose,CA,US,37.387654,-121.861526,95132,1170 N Capitol Ave
Jim's Steakout,Fast Food Restaurants,Buffalo,NY,US,42.980127,-78.810087,14226,3336 Sheridan Dr
Subway,Fast Food Restaurants,Ithaca,NY,US,42.427536,-76.514032,14850,135 Fairgrounds Memorial Pkwy
Boston Market,American Restaurant and Fast Food Restaurant,Plano,TX,US,33.01922,-96.713877,75075,701 W 15th St
Subway,Fast Food,Hollis,NY,US,40.719967,-73.7619,11423,20206 Hillside Ave
Subway,Fast Food Restaurants,Horseheads,NY,US,42.176045,-76.836245,14845,2898 Westinghouse Rd
Subway,Fast Food Restaurants,Fulton,NY,US,43.309285,-76.399598,13069,817 S 4th St
Subway,Fast Food Restaurants,East Northport,NY,US,40.867109,-73.321775,11731,402 Larkfield Rd
Subway,Fast Food Restaurants,East Syracuse,NY,US,43.058833,-76.063904,13057,4 Chevy Dr
Wingstop,Fast Food,Rowland Heights,CA,US,33.9913,-117.9246,91748,17501 Colima Rd
Taco Bell,Fast Food Restaurants,Sparks,NV,US,39.575764,-119.739302,89436,191 Disc Dr
Taco Bell,Fast Food Restaurant and Mexican Restaurant,Zion,IL,US,42.459821,-87.824702,60099,1913 Sheridan Rd
Taco Bell,Fast Food,Chico,CA,US,39.727527,-121.806591,95928,1930 East 20th St
Taco Bell,Fast Food Restaurant,Escondido,CA,US,33.137366,-117.052738,92027,1944 E Valley Pkwy
Taco Bell,Fast Food,Richland Center,WI,US,43.31852,-90.361043,53581,1950 US Highway 14 East
Taco Bell,Fast Food Restaurant,Pasadena,CA,US,34.146266,-118.11008,91107,1953 E Colorado Blvd
Taco Bell,Fast Food,Bushnell,FL,US,28.668327,-82.136985,33513,1969 W County Road 48
Taco Bell,Fast Food Restaurants,West Berlin,NJ,US,39.805683,-74.93201,8091,198 N Route 73
Taco Bell,Fast Food Restaurant and Mexican Restaurant,Gladstone,OR,US,45.377486,-122.603047,97027,19795 McLoughlin Blvd
Subway,Fast Food Restaurants,Bristol,CT,US,41.697694,-72.903949,6010,1197 Farmington Ave
Panda Express,Fast Food Restaurants,Fresno,CA,US,36.814613,-119.790654,93710,5347 N Blackstone Ave
SUBWAYÂ¬Ã†,Fast Food Restaurants,Richmond,VA,US,37.562465,-77.470487,23230,2801 W Broad St
Wingstop,Fast Food Restaurants,Houston,TX,US,29.80661,-95.16805,77049,15242 Wallisville Rd
Charo Chicken,Fast Food,Huntington Beach,CA,US,33.730546,-118.014779,92647,6531 Edinger Ave
Subway,Fast Food Restaurants,Upper Marlboro,MD,US,38.759753,-76.808197,20772,9522 Crain Hwy
Subway,Fast Food Restaurants,Upper Marlboro,MD,US,38.902002,-76.837682,20774,978 Largo Center Dr
Subway,Fast Food Restaurants,Columbia,MD,US,39.171137,-76.864313,21046,8640 Guilford Rd
Subway,Fast Food Restaurant,Owings Mills,MD,US,39.406774,-76.815798,21117,9221 Lakeside Blvd
Subway,Fast Food Restaurants,Westover,MD,US,38.124444,-75.689687,21871,9010 Ocean Hwy
Subway,Sandwich Place and Fast Food Restaurant,Nottingham,MD,US,39.372607,-76.473885,21236,8200 Perry Hall Blvd
Subway,Fast Food Restaurants,Hanover,MD,US,39.1549,-76.715137,21076,7550 Teague Rd
Pizza Hut,Fast Food Restaurants,Many,LA,US,31.546182,-93.458964,71449,330 Fisher Rd
Pizza Hut,Fast Food Restaurants,Winnfield,LA,US,31.925863,-92.649018,71483,908 W Court St
